Name,P_rot,P_rot_err,Prot_errm,Prot_errp
KIC 10556524,7.92,,,
KIC 10555288,6.544,,,
KIC 10554425,10.405,,,
KIC 10553852,4.096,,,
KIC 10553803,14.115,,,
KIC 10553769,1.265,,,
KIC 10553397,14.095,,,
KIC 10553199,13.028,,,
KIC 10553107,6.357,,,
KIC 10552673,7.846,,,
KIC 10551846,2.126,,,
KIC 10551707,5.436,,,
KIC 10551665,6.676,,,
KIC 10551457,5.898,,,
KIC 10550392,11.701,,,
KIC 10550312,14.65,,,
KIC 10549874,4.835,,,
KIC 10549404,7.059,,,
KIC 10549395,24.579,,,
KIC 10549100,17.657,,,
KIC 10548508,9.248,,,
KIC 10548015,10.218,,,
KIC 10546563,4.76,,,
KIC 10546402,6.799,,,
KIC 10546300,5.696,,,
KIC 10546099,7.281,,,
KIC 10545093,6.659,,,
KIC 10544691,6.846,,,
KIC 10538862,10.65,,,
KIC 10538605,9.253,,,
KIC 10537999,8.751,,,
KIC 10537965,21.298,,,
KIC 10537475,8.653,,,
KIC 10537061,1.276,,,
KIC 10536761,5.605,,,
KIC 10536326,1.154,,,
KIC 10536033,11.342,,,
KIC 10534553,14.049,,,
KIC 10533400,14.181,,,
KIC 10533168,16.542,,,
KIC 10532771,1.034,,,
KIC 10529777,23.234,,,
KIC 10529637,15.71,,,
KIC 10529541,16.009,,,
KIC 10529366,10.345,,,
KIC 10529310,8.652,,,
KIC 10529283,11.825,,,
KIC 10529176,17.877,,,
KIC 10529126,23.035,,,
KIC 10528932,21.622,,,
KIC 10528873,1.879,,,
KIC 10528530,10.779,,,
KIC 10528243,10.554,,,
KIC 10528093,12.106,,,
KIC 10527898,10.279,,,
KIC 10527793,7.783,,,
KIC 10527775,19.163,,,
KIC 10527540,12.377,,,
KIC 10526849,20.523,,,
KIC 10526815,12.492,,,
KIC 10526369,19.425,,,
KIC 10526289,18.27,,,
KIC 10526136,12.745,,,
KIC 10525990,15.263,,,
KIC 10525848,15.382,,,
KIC 10525463,16.285,,,
KIC 10525175,10.172,,,
KIC 10524994,11.852,,,
KIC 10521496,2.615,,,
KIC 10519701,6.678,,,
KIC 10519040,16.026,,,
KIC 10517972,19.276,,,
KIC 10517766,20.188,,,
KIC 10517499,12.503,,,
KIC 10516613,10.498,,,
KIC 10515934,11.997,,,
KIC 10515924,10.79,,,
KIC 10515921,6.723,,,
KIC 10515183,10.64,,,
KIC 10514618,12.786,,,
KIC 10513155,15.781,,,
KIC 10491129,6.769,,,
KIC 10490710,13.417,,,
KIC 10489402,11.169,,,
KIC 10489286,1.539,,,
KIC 10488229,6.492,,,
KIC 10488091,5.247,,,
KIC 10487955,10.775,,,
KIC 10487634,12.631,,,
KIC 10485681,11.605,,,
KIC 10484558,9.766,,,
KIC 10484082,16.944,,,
KIC 10483443,7.533,,,
KIC 10482948,13.811,,,
KIC 10482554,5.335,,,
KIC 10482387,2.598,,,
KIC 10481824,8.833,,,
KIC 10481335,16.111,,,
KIC 10480233,17.785,,,
KIC 10474113,13.555,,,
KIC 10473452,8.085,,,
KIC 10472574,12.973,,,
KIC 10472438,8.038,,,
KIC 10471960,7.239,,,
KIC 10471508,18.183,,,
KIC 10470885,11.785,,,
KIC 10469927,10.066,,,
KIC 10468825,11.235,,,
KIC 10468695,24.22,,,
KIC 10468611,15.189,,,
KIC 10468547,9.76,,,
KIC 10468538,10.907,,,
KIC 10468501,24.153,,,
KIC 10468313,5.138,,,
KIC 10467146,1.047,,,
KIC 10463778,4.891,,,
KIC 10462421,6.744,,,
KIC 10462248,5.535,,,
KIC 10461340,17.899,,,
KIC 10460793,8.869,,,
KIC 10459910,18.314,,,
KIC 10459632,23.415,,,
KIC 10454713,12.987,,,
KIC 10454589,11.947,,,
KIC 10453787,14.4,,,
KIC 10453475,15.082,,,
KIC 10453357,18.277,,,
KIC 10453091,13.722,,,
KIC 10452009,15.591,,,
KIC 10451317,2.275,,,
KIC 10450599,15.669,,,
KIC 10450308,13.486,,,
KIC 10450108,10.927,,,
KIC 10449891,16.113,,,
KIC 10449542,3.919,,,
KIC 10448490,15.078,,,
KIC 10448333,19.115,,,
KIC 10448160,14.321,,,
KIC 10447556,19.835,,,
KIC 10447529,15.481,,,
KIC 10427308,20.563,,,
KIC 10427093,8.131,,,
KIC 10426470,18.418,,,
KIC 10425615,1.173,,,
KIC 10424656,15.213,,,
KIC 10424339,10.993,,,
KIC 10424058,9.237,,,
KIC 10423825,15.582,,,
KIC 10423486,11.824,,,
KIC 10422511,15.837,,,
KIC 10422252,5.413,,,
KIC 10422241,2.437,,,
KIC 10421922,10.634,,,
KIC 10421688,6.732,,,
KIC 10420267,13.847,,,
KIC 10420031,11.502,,,
KIC 10419787,10.761,,,
KIC 10419750,9.882,,,
KIC 10419006,7.8,,,
KIC 10418754,13.252,,,
KIC 10418421,2.76,,,
KIC 10418142,7.676,,,
KIC 10417984,3.557,,,
KIC 10417838,13.522,,,
KIC 10417662,13.88,,,
KIC 10417031,26.371,,,
KIC 10415160,7.043,,,
KIC 10412037,8.141,,,
KIC 10407763,4.868,,,
KIC 10406828,21.455,,,
KIC 10406016,16.258,,,
KIC 10405597,11.547,,,
KIC 10405272,13.107,,,
KIC 10404847,6.578,,,
KIC 10404649,2.606,,,
KIC 10404108,13.661,,,
KIC 10401970,16.74,,,
KIC 10401690,6.54,,,
KIC 10398907,15.105,,,
KIC 10398659,25.018,,,
KIC 10398450,1.021,,,
KIC 10398088,5.614,,,
KIC 10397969,16.599,,,
KIC 10397291,17.305,,,
KIC 10397078,12.622,,,
KIC 10396560,24.08,,,
KIC 10396224,17.05,,,
KIC 10396034,14.321,,,
KIC 10395374,16.959,,,
KIC 10395028,10.123,,,
KIC 10394332,1.259,,,
KIC 10389458,9.444,,,
KIC 10389178,13.077,,,
KIC 10389121,4.442,,,
KIC 10388910,9.726,,,
KIC 10388784,6.921,,,
KIC 10388598,17.23,,,
KIC 10387800,22.8,,,
KIC 10387549,16.702,,,
KIC 10387162,17.484,,,
KIC 10386900,15.372,,,
KIC 10385803,22.38,,,
KIC 10385298,16.86,,,
KIC 10384663,6.15,,,
KIC 10384323,19.105,,,
KIC 10383987,11.65,,,
KIC 10382912,16.316,,,
KIC 10362854,14.493,,,
KIC 10361699,9.001,,,
KIC 10360907,3.872,,,
KIC 10360294,9.835,,,
KIC 10359854,13.583,,,
KIC 10359646,1.053,,,
KIC 10356697,17.685,,,
KIC 10355941,10.795,,,
KIC 10355509,13.303,,,
KIC 10354945,9.295,,,
KIC 10354699,16.433,,,
KIC 10354597,11.01,,,
KIC 10354593,18.613,,,
KIC 10354516,13.191,,,
KIC 10353899,7.8,,,
KIC 10353449,11.083,,,
KIC 10353327,14.612,,,
KIC 10353303,22.846,,,
KIC 10352659,14.395,,,
KIC 10352251,6.675,,,
KIC 10352244,8.261,,,
KIC 10352157,14.095,,,
KIC 10351715,5.763,,,
KIC 10351604,12.622,,,
KIC 10351485,14.702,,,
KIC 10350965,17.147,,,
KIC 10350463,10.553,,,
KIC 10346521,3.101,,,
KIC 10346409,9.331,,,
KIC 10346286,7.08,,,
KIC 10346211,11.897,,,
KIC 10345939,1.038,,,
KIC 10341130,10.658,,,
KIC 10340723,5.144,,,
KIC 10340180,15.516,,,
KIC 10339872,12.911,,,
KIC 10339706,16.959,,,
KIC 10339390,6.418,,,
KIC 10338300,13.066,,,
KIC 10338256,14.333,,,
KIC 10338245,24.887,,,
KIC 10337306,9.643,,,
KIC 10337155,14.321,,,
KIC 10337116,9.137,,,
KIC 10336977,3.422,,,
KIC 10336945,13.389,,,
KIC 10333410,13.241,,,
KIC 10333166,16.638,,,
KIC 10332732,3.494,,,
KIC 10331764,21.787,,,
KIC 10331274,14.589,,,
KIC 10330818,8.654,,,
KIC 10329923,2.853,,,
KIC 10328903,19.247,,,
KIC 10328797,13.947,,,
KIC 10328648,4.381,,,
KIC 10328476,1.375,,,
KIC 10328375,5.064,,,
KIC 10325063,1.639,,,
KIC 10324900,19.262,,,
KIC 10323994,22.715,,,
KIC 10323663,23.095,,,
KIC 10323538,13.636,,,
KIC 10322760,8.281,,,
KIC 10322614,4.545,,,
KIC 10322568,22.251,,,
KIC 10321405,19.941,,,
KIC 10320552,11.552,,,
KIC 10319112,1.797,,,
KIC 10317840,8.355,,,
KIC 10317398,1.74,,,
KIC 10296300,19.28,,,
KIC 10296186,19.75,,,
KIC 10295851,8.666,,,
KIC 10293980,1.063,,,
KIC 10292554,19.851,,,
KIC 10292323,16.745,,,
KIC 10292229,4.763,,,
KIC 10291723,6.893,,,
KIC 10290672,10.255,,,
KIC 10289495,8.074,,,
KIC 10287874,1.238,,,
KIC 10286692,10.953,,,
KIC 10286405,11.418,,,
KIC 10285988,10.201,,,
KIC 10285463,9.185,,,
KIC 10285440,1.8,,,
KIC 10285295,21.497,,,
KIC 10284953,12.185,,,
KIC 10284914,20.624,,,
KIC 10284814,11.308,,,
KIC 10284591,10.023,,,
KIC 10281895,9.936,,,
KIC 10281311,13.841,,,
KIC 10281119,8.544,,,
KIC 10280958,6.807,,,
KIC 10280703,6.137,,,
KIC 10279927,23.687,,,
KIC 10279858,17.365,,,
KIC 10279828,8.152,,,
KIC 10275991,12.344,,,
KIC 10275284,13.675,,,
KIC 10275039,19.221,,,
KIC 10274993,1.292,,,
KIC 10274571,11.482,,,
KIC 10274200,1.138,,,
KIC 10273863,10.98,,,
KIC 10273604,1.835,,,
KIC 10273467,10.898,,,
KIC 10273332,23.636,,,
KIC 10272501,15.499,,,
KIC 10271799,7.595,,,
KIC 1027016,1.254,,,
KIC 10269598,9.011,,,
KIC 10268862,9.548,,,
KIC 10268287,15.75,,,
KIC 10267801,11.327,,,
KIC 10267766,11.6,,,
KIC 10267063,13.873,,,
KIC 10266166,9.358,,,
KIC 10265563,4.801,,,
KIC 10265241,7.791,,,
KIC 10264106,14.01,,,
KIC 10263148,9.903,,,
KIC 10262694,22.608,,,
KIC 10262574,7.85,,,
KIC 10262272,6.126,,,
KIC 10259333,9.981,,,
KIC 10259154,15.74,,,
KIC 10258853,22.979,,,
KIC 10258136,5.134,,,
KIC 10256832,14.387,,,
KIC 10256327,8.527,,,
KIC 10254249,11.134,,,
KIC 10253304,5.171,,,
KIC 10252901,11.027,,,
KIC 10252866,9.41,,,
KIC 10252672,10.192,,,
KIC 10252382,17.147,,,
KIC 10232332,11.767,,,
KIC 10231119,8.229,,,
KIC 10230887,4.28,,,
KIC 10230653,19.467,,,
KIC 10228271,22.443,,,
KIC 10227914,18.418,,,
KIC 10226781,7.669,,,
KIC 10225925,14.082,,,
KIC 10225596,16.6,,,
KIC 10224814,16.283,,,
KIC 10223090,13.73,,,
KIC 10222509,14.054,,,
KIC 10221904,3.545,,,
KIC 10221150,1.751,,,
KIC 10219562,9.907,,,
KIC 10219271,5.993,,,
KIC 10219019,17.652,,,
KIC 10215905,6.529,,,
KIC 10215856,13.019,,,
KIC 10215443,10.019,,,
KIC 10214966,11.754,,,
KIC 10214873,10.897,,,
KIC 10214368,14.198,,,
KIC 10213964,1.584,,,
KIC 10213566,11.695,,,
KIC 10213448,22.804,,,
KIC 10213217,2.508,,,
KIC 10212988,18.894,,,
KIC 10212984,11.584,,,
KIC 10212376,11.442,,,
KIC 10208971,1.45,,,
KIC 10208502,18.047,,,
KIC 10208470,10.652,,,
KIC 10208355,9.275,,,
KIC 10208140,12.679,,,
KIC 10207821,8.262,,,
KIC 10207505,6.517,,,
KIC 10207402,12.573,,,
KIC 10207302,13.316,,,
KIC 10207296,10.336,,,
KIC 10203442,14.627,,,
KIC 10203345,14.271,,,
KIC 10203098,20.937,,,
KIC 10202683,22.134,,,
KIC 10202419,20.715,,,
KIC 10199596,6.559,,,
KIC 10199556,22.627,,,
KIC 10199446,17.369,,,
KIC 10199239,15.571,,,
KIC 10197916,22.012,,,
KIC 10197588,15.558,,,
KIC 10197545,17.859,,,
KIC 10197380,7.436,,,
KIC 10196902,5.593,,,
KIC 10196762,14.551,,,
KIC 10196750,4.043,,,
KIC 10196623,6.963,,,
KIC 10190048,13.704,,,
KIC 10189674,17.179,,,
KIC 10189205,6.468,,,
KIC 10188654,17.367,,,
KIC 10188460,13.877,,,
KIC 10188242,11.392,,,
KIC 10187590,7.312,,,
KIC 10187556,10.139,,,
KIC 10187510,9.001,,,
KIC 10187494,10.279,,,
KIC 10185657,10.709,,,
KIC 10165244,1.767,,,
KIC 10164895,1.588,,,
KIC 10164492,1.338,,,
KIC 10162688,13.654,,,
KIC 10162509,4.728,,,
KIC 10162201,19.461,,,
KIC 10161873,1.137,,,
KIC 10160694,7.564,,,
KIC 10158424,9.525,,,
KIC 10158283,10.457,,,
KIC 10158021,17.204,,,
KIC 10156173,1.441,,,
KIC 10155816,1.867,,,
KIC 10154994,5.401,,,
KIC 10154592,11.704,,,
KIC 10154171,13.542,,,
KIC 10153969,12.224,,,
KIC 10153849,12.103,,,
KIC 10149445,10.479,,,
KIC 10149096,16.955,,,
KIC 10148864,8.49,,,
KIC 10148291,21.169,,,
KIC 10147854,5.555,,,
KIC 10147559,6.886,,,
KIC 10146461,5.651,,,
KIC 10146172,9.441,,,
KIC 10141889,7.628,,,
KIC 10141439,2.657,,,
KIC 10141132,17.967,,,
KIC 10140708,18.59,,,
KIC 10140665,8.005,,,
KIC 10140097,3.11,,,
KIC 10139853,5.169,,,
KIC 10139572,17.9,,,
KIC 10139448,23.348,,,
KIC 10139126,8.5,,,
KIC 10139070,11.899,,,
KIC 10138882,8.538,,,
KIC 10136527,11.64,,,
KIC 10136365,9.482,,,
KIC 10135493,7.001,,,
KIC 10135207,22.831,,,
KIC 10135168,12.17,,,
KIC 10134709,7.318,,,
KIC 10134498,10.877,,,
KIC 10133536,6.102,,,
KIC 10133176,11.235,,,
KIC 10132417,9.609,,,
KIC 10131504,13.237,,,
KIC 10131101,7.753,,,
KIC 10130595,21.4,,,
KIC 10129332,5.727,,,
KIC 10128463,13.232,,,
KIC 10124496,9.53,,,
KIC 10124435,20.463,,,
KIC 10123787,10.647,,,
KIC 10123547,11.743,,,
KIC 10123052,2.741,,,
KIC 10122735,13.202,,,
KIC 10121366,11.845,,,
KIC 10120460,14.507,,,
KIC 10119326,20.969,,,
KIC 10118672,16.268,,,
KIC 10118610,6.291,,,
KIC 10099790,17.937,,,
KIC 10098671,17.369,,,
KIC 10096977,5.625,,,
KIC 10094872,22.328,,,
KIC 10094721,10.332,,,
KIC 10094036,11.217,,,
KIC 10093782,18.694,,,
KIC 10092805,5.486,,,
KIC 10092728,21.897,,,
KIC 10092245,14.563,,,
KIC 10091809,3.857,,,
KIC 10091612,21.734,,,
KIC 10091404,12.807,,,
KIC 10091313,8.6,,,
KIC 10091197,14.396,,,
KIC 10089813,10.994,,,
KIC 10089262,3.619,,,
KIC 10088297,14.06,,,
KIC 10088130,14.846,,,
KIC 10087912,6.381,,,
KIC 10087863,15.891,,,
KIC 10087130,12.357,,,
KIC 10083970,16.323,,,
KIC 10083442,1.091,,,
KIC 10083287,5.499,,,
KIC 10083021,12.038,,,
KIC 10082844,2.082,,,
KIC 10082556,4.531,,,
KIC 10082542,11.356,,,
KIC 10082344,8.179,,,
KIC 10082082,19.235,,,
KIC 10082009,13.385,,,
KIC 10081884,21.575,,,
KIC 10081743,13.481,,,
KIC 10081150,6.837,,,
KIC 10080943,1.07,,,
KIC 10080305,14.014,,,
KIC 10079324,16.953,,,
KIC 10079317,2.565,,,
KIC 10079252,3.402,,,
KIC 10079245,15.537,,,
KIC 10078440,6.755,,,
KIC 10075215,12.743,,,
KIC 10074737,1.922,,,
KIC 10074226,5.737,,,
KIC 10073997,15.437,,,
KIC 10073595,15.053,,,
KIC 10071383,1.517,,,
KIC 10071382,1.514,,,
KIC 10070991,17.365,,,
KIC 10070982,10.957,,,
KIC 10070331,3.88,,,
KIC 10070247,7.449,,,
KIC 10069933,12.847,,,
KIC 10069894,9.506,,,
KIC 10069078,22.093,,,
KIC 10068939,4.562,,,
KIC 10068906,15.425,,,
KIC 10068745,15.056,,,
KIC 10068598,5.755,,,
KIC 10068507,12.609,,,
KIC 10067449,5.574,,,
KIC 10067333,3.128,,,
KIC 10066179,4.984,,,
KIC 10065836,16.721,,,
KIC 10065429,5.389,,,
KIC 10065425,8.339,,,
KIC 10064620,18.964,,,
KIC 10064522,21.902,,,
KIC 10064130,5.388,,,
KIC 10063612,18.225,,,
KIC 10063442,10.657,,,
KIC 10062987,2.045,,,
KIC 10062762,5.068,,,
KIC 10062593,7.792,,,
KIC 10059380,23.073,,,
KIC 10058843,13.126,,,
KIC 10056727,3.356,,,
KIC 10056447,6.646,,,
KIC 10056408,5.098,,,
KIC 10055727,12.919,,,
KIC 10055337,8.615,,,
KIC 10053675,7.972,,,
KIC 10034926,12.198,,,
KIC 10034425,1.38,,,
KIC 10034234,13.664,,,
KIC 10032631,14.476,,,
KIC 10032430,8.718,,,
KIC 10031286,14.696,,,
KIC 10030993,14.322,,,
KIC 10029943,17.324,,,
KIC 10029853,13.247,,,
KIC 10028987,9.24,,,
KIC 10028414,12.876,,,
KIC 10027426,6.24,,,
KIC 10027020,4.513,,,
KIC 10027003,8.279,,,
KIC 10026782,10.935,,,
KIC 10026667,4.732,,,
KIC 10026372,17.22,,,
KIC 10026186,12.688,,,
KIC 10026182,8.178,,,
KIC 10025122,13.98,,,
KIC 10023642,17.777,,,
KIC 10019950,8.524,,,
KIC 10019818,24.416,,,
KIC 10019668,14.677,,,
KIC 10019381,12.387,,,
KIC 10019358,18.824,,,
KIC 10019022,15.142,,,
KIC 10018969,11.454,,,
KIC 10018857,16.381,,,
KIC 10018363,11.708,,,
KIC 10018322,20.204,,,
KIC 10018237,18.801,,,
KIC 10017003,5.122,,,
KIC 10016867,11.139,,,
KIC 10016759,19.792,,,
KIC 10016317,20.204,,,
KIC 10016262,22.093,,,
KIC 10015980,8.106,,,
KIC 10015945,16.246,,,
KIC 10015383,8.962,,,
KIC 10015379,17.461,,,
KIC 10014945,19.544,,,
KIC 10014558,9.586,,,
KIC 10008087,21.844,,,
KIC 10007720,14.653,,,
KIC 10007095,11.509,,,
KIC 10006579,19.787,,,
KIC 10006032,23.307,,,
KIC 10005961,15.827,,,
KIC 10005772,9.655,,,
KIC 10005686,4.079,,,
KIC 10005609,21.672,,,
KIC 10005605,16.975,,,
KIC 10004783,1.829,,,
KIC 10004751,7.363,,,
KIC 10004664,12.635,,,
KIC 10004660,1.825,,,
KIC 10004510,1.368,,,
KIC 10004453,10.035,,,
KIC 10003533,13.663,,,
KIC 10002915,11.528,,,
KIC 10002867,12.757,,,
KIC 10002712,5.721,,,
KIC 10002443,9.147,,,
KIC 10001957,10.941,,,
KIC 10001733,21.216,,,
KIC 10001658,2.563,,,
KIC 10001304,4.81,,,
KIC 10001129,17.889,,,
KIC 10001116,12.561,,,
KIC 10001002,6.369,,,
KIC 10001000,9.931,,,
KIC 10000976,22.804,,,
KIC 10000330,15.913,,,
KIC 10000291,9.813,,,
Kepler-995,18.436,0.009,,
Kepler-994,19.26,0.032,,
Kepler-993,21.843,0.007,,
Kepler-989,33.227,0.989,,
Kepler-988,24.789,0.016,,
Kepler-987,18.283,1.046,,
Kepler-986,27.37265273,,5.750127651,2.993812066
Kepler-982,6.926154805,,0.197768186,0.21655509
Kepler-981,14.023,0.058,,
Kepler-980,24.36173232,,0.404800438,0.419138444
Kepler-979,26.773,0.432,,
Kepler-977,21.184,0.056,,
Kepler-975,39.707,0.265,,
Kepler-974,34.387,0.095,,
Kepler-972,5.59,0.003,,
Kepler-970,9.191,0.004,,
Kepler-97,21.81447313,,5.450550622,6.718968108
Kepler-968,10.581,0.007,,
Kepler-967,18.347,0.044,,
Kepler-965,22.53303476,,2.799843348,3.465375521
Kepler-963,9.492,,,
Kepler-957,4.585,,,
Kepler-955,7.552,0.001,,
Kepler-953,18.33989467,,0.650921584,0.766469564
Kepler-951,19.762,0.052,,
Kepler-95,34.15676529,,14.87868925,1.687680848
Kepler-944,17.677,0.006,,
Kepler-942,14.39907614,,1.395158313,2.434091146
Kepler-938,28.626,3.602,,
Kepler-935,30.74,0.772,,
Kepler-934,20.232,0.025,,
Kepler-932,14.89313972,,1.285526059,1.844913846
Kepler-930,15.81602036,,1.552909138,3.028036878
Kepler-929,14.53579602,,0.346202433,0.417179975
Kepler-928,24.682,0.047,,
Kepler-927,16.825,0.259,,
Kepler-924,21.1524861,,2.106782214,2.189928061
Kepler-923,17.96573809,,1.896665435,2.434900016
Kepler-922,18.65090062,,1.225130598,1.194855261
Kepler-92,17.00241149,,0.468907386,0.532965099
Kepler-917,12.953,0.065,,
Kepler-915,10.04851169,,0.290393456,0.399511436
Kepler-914,18.08019098,,5.302593425,3.748181888
Kepler-913,25.487,0.404,,
Kepler-91,3.111445058,,0.093710848,5.344785057
Kepler-906,15.53800034,,0.528272135,0.556574625
Kepler-905,32.21865254,,0.453968388,0.435654915
Kepler-901,31.026,0.426,,
Kepler-90,17.93623056,,3.730959615,1.951128269
Kepler-898,32.049,0.027,,
Kepler-89,21.86141887,,0.620297698,0.746197161
Kepler-889,18.84028296,,0.223995222,0.226692275
Kepler-888,22.37202547,,2.403167318,4.152783689
Kepler-886,21.9534231,,2.205480827,2.769671934
Kepler-883,35.9603589,,8.549108281,2.78997497
Kepler-882,32.70389231,,6.081973279,6.145249603
Kepler-878,31.046,0.378,,
Kepler-862,26.656,0.347,,
Kepler-860,18.632,0.021,,
Kepler-86,23.7749494,,0.231120668,0.229723121
Kepler-858,33.08673155,,7.467841283,10.50867412
Kepler-855,14.965,0.019,,
Kepler-852,15.64287154,,0.61136595,0.498338515
Kepler-848,12.03345479,,0.674376166,8.601107901
Kepler-845,16.3700849,,0.551021262,0.700797736
Kepler-843,21.697,3.27,,
Kepler-839,11.7388911,,1.239868797,1.547320033
Kepler-834,33.46,0.33,,
Kepler-833,29.412,0.061,,
Kepler-831,21.74632967,,2.284533504,2.628830599
Kepler-83,22.045,0.011,,
Kepler-826,11.88703035,,0.415735629,0.606660961
Kepler-822,20.65637021,,0.53659733,0.55016646
Kepler-821,31.253,0.031,,
Kepler-820,8.763594496,,0.458652187,0.420448278
Kepler-82,20.40868505,,1.179690951,5.577248845
Kepler-819,28.728,5.356,,
Kepler-816,34.216,6.562,,
Kepler-815,19.12410883,,3.437041737,6.056910527
Kepler-81,13.417,0.001,,
Kepler-809,29.587,0.217,,
Kepler-808,38.284,4.447,,
Kepler-807,41.38706976,,9.025492456,9.001744456
Kepler-806,14.71537256,,0.606073804,6.659418444
Kepler-805,14.83673955,,3.072646907,4.927852987
Kepler-804,29.46538237,,0.509734657,0.465988381
Kepler-803,21.68533213,,1.937843906,3.00891369
Kepler-801,29.865,0.113,,
Kepler-80,25.567,0.252,,
Kepler-8,7.457770264,,0.238742784,0.259717645
Kepler-796,22.46097091,,2.301883241,3.521046792
Kepler-795,35.08836193,,6.921877478,6.819601016
Kepler-794,21.28920841,,6.420524337,1.132352721
Kepler-79,4.707440084,,0.148004782,0.191158722
Kepler-787,36.409,0.087,,
Kepler-785,18.293,0.014,,
Kepler-784,16.12929567,,1.838359121,10.30523425
Kepler-783,23.78962257,,2.048427839,3.183441991
Kepler-782,15.05381831,,1.988080715,4.575521327
Kepler-781,20.041,0.077,,
Kepler-779,25.306,0.026,,
Kepler-777,18.029,0.004,,
Kepler-775,27.84160228,,4.20902521,6.137570048
Kepler-774,10.06167528,,0.915838978,1.156273279
Kepler-773,20.27599626,,2.785901111,3.264988563
Kepler-772,18.24205509,,3.020980151,3.174123795
Kepler-77,30.4918777,,12.83003959,3.247121111
Kepler-762,4.035,0.002,,
Kepler-760,21.54371615,,0.67283591,0.7132177
Kepler-758,7.735404956,,0.993712329,0.565600145
Kepler-756,27.433,0.513,,
Kepler-753,21.721,0.028,,
Kepler-746,24.62460881,,3.676068344,4.421089981
Kepler-744,20.55612866,,1.38097583,8.132360104
Kepler-742,39.1,0.261,,
Kepler-737,24.791,0.406,,
Kepler-736,34.789,2.122,,
Kepler-735,31.651,0.581,,
Kepler-732,36.007,0.144,,
Kepler-727,22.635,0.04,,
Kepler-723,24.865,2.729,,
Kepler-722,18.524,0.079,,
Kepler-718,14.979,0.322,,
Kepler-716,23.593,0.069,,
Kepler-71,19.768,0.096,,
Kepler-709,23.065,0.01,,
Kepler-705,20.206,0.003,,
Kepler-703,7.654,0.009,,
Kepler-7,15.886479,,0.435879096,0.416789496
Kepler-691,34.586,0.038,,
Kepler-69,46.43324792,,7.225186609,8.552621992
Kepler-687,23.475,0.031,,
Kepler-686,16.493,0.059,,
Kepler-685,30.292,7.752,,
Kepler-682,23.408,0.092,,
Kepler-678,41.148,0.55,,
Kepler-676,37.049,0.225,,
Kepler-674,35.835,0.033,,
Kepler-670,24.066,0.092,,
Kepler-668,18.958,0.044,,
Kepler-665,21.273,0.058,,
Kepler-664,20.479,0.435,,
Kepler-663,22.924,0.193,,
Kepler-662,12.636,0.004,,
Kepler-658,38.684,0.257,,
Kepler-656,33.34949063,,9.885884257,4.689458034
Kepler-655,16.25637683,,3.27310373,1.831255575
Kepler-654,15.99329422,,6.612182638,14.46730655
Kepler-653,24.93802407,,4.442633291,5.646486725
Kepler-651,22.2694728,,2.349234417,3.891492787
Kepler-650,26.93173938,,5.559095147,3.850414167
Kepler-649,19.6542501,,1.791052425,2.002229014
Kepler-647,30.84292857,,8.153356462,12.29094163
Kepler-646,20.21921949,,1.940662188,4.376637985
Kepler-645,25.27296505,,1.350939645,1.143069661
Kepler-644,16.61165197,,7.98391798,2.07440286
Kepler-643,15.61804784,,1.159701033,1.321322049
Kepler-640,28.32017667,,0.297180535,0.315017744
Kepler-639,22.0058884,,3.844048783,4.795271305
Kepler-638,29.85097133,,10.7342686,6.651101078
Kepler-637,7.543981568,,0.32187363,5.928169136
Kepler-636,17.312,0.01,,
Kepler-635,23.47732331,,2.539730128,3.314298762
Kepler-633,20.83959494,,4.653131893,13.31752829
Kepler-627,10.44106394,,2.824654391,3.944939147
Kepler-626,17.37668771,,3.651198205,11.91183509
Kepler-625,13.05890847,,0.178198258,0.246079562
Kepler-624,37.58957839,,9.774899299,9.339373883
Kepler-623,26.162,0.541,,
Kepler-622,37.03,0.236,,
Kepler-621,28.49,0.064,,
Kepler-62,29.90297143,,12.71805501,8.304120059
Kepler-619,11.004,0.004,,
Kepler-618,32.07715553,,0.408697061,0.322411608
Kepler-617,37.726,0.193,,
Kepler-616,15.084,0.025,,
Kepler-615,20.965,0.053,,
Kepler-613,26.991,3.62,,
Kepler-610,18.139,0.051,,
Kepler-61,35.078,0.924,,
Kepler-607,22.2752652,,3.372245689,6.275638995
Kepler-605,30.92109131,,10.51620662,5.672426921
Kepler-603,28.19827744,,7.342495614,9.878197802
Kepler-601,16.35265686,,1.778892806,4.410065882
Kepler-600,15.855,0.054,,
Kepler-60,13.22694388,,0.976908966,1.419621317
Kepler-6,18.28942297,,1.154530583,2.744440246
Kepler-598,15.84988424,,1.092117547,2.788012943
Kepler-596,17.50057175,,0.735505281,0.856866187
Kepler-593,17.233,0.354,,
Kepler-587,24.081,0.19,,
Kepler-582,12.455,0.005,,
Kepler-580,30.724,0.212,,
Kepler-58,31.15526198,,13.02508863,4.207114565
Kepler-578,14.889,0.005,,
Kepler-576,29.609,0.205,,
Kepler-570,20.845,0.011,,
Kepler-57,33.307,3.532,,
Kepler-569,27.17961891,,8.532326895,4.288989606
Kepler-568,34.192,0.253,,
Kepler-567,25.278,0.185,,
Kepler-564,18.987,0.065,,
Kepler-561,26.336,0.121,,
Kepler-560,49.93,0.301,,
Kepler-56,1.699986547,,0.827324598,1.668088044
Kepler-554,36.73477852,,18.57772659,0.959934629
Kepler-553,23.51291386,,5.735939137,14.93088674
Kepler-552,18.577,0.15,,
